employee_id,opco,pnl_department,raw_department,standardized_role,role_level,role_with_level,role_family,raw_job_title,worker_class,employee_type,work_state,hire_date,tenure_years,fte,scheduled_weekly_hours,pay_basis_resolved,pay_rate,annual_base,hourly_base_rate,overtime_cost,variable_comp_cost,bonus_cost,payroll_tax_cost,benefits_cost,fully_loaded_annual_cost,fully_loaded_hourly_cost,load_factor_applied,data_quality_flag
RED-10093,Redwood Electric,Field Service - Install,Installation,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,FT,AZ,2017-09-03,8.99,1.0,40.0,Annual,84500.0,84500.0,40.62,10261.44,6810.65,845.77,7182.3,7713.54,117313.7,56.4,1.3883,hours_defaulted
RED-10094,Redwood Electric,Field Service - Install,Installation,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,,AZ,2022-07-22,4.11,1.0,40.0,Annual,83000.0,83000.0,39.9,10079.29,6689.75,830.76,7054.8,7713.54,115368.14,55.47,1.39,hours_defaulted
PIN-10001,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2018-08-13,8.05,1.0,40.0,Hourly,17.16,35692.8,17.16,4334.43,2876.82,357.25,3033.8,7713.54,54008.64,25.97,1.5132,hours_defaulted;pay_basis_imputed
PIN-10002,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2026-01-22,0.61,1.0,40.0,Hourly,18.15,37752.0,18.15,4584.5,3042.79,377.87,3208.83,7713.54,56679.53,27.25,1.5014,hours_defaulted;pay_basis_imputed
PIN-10003,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2025-06-23,1.19,1.0,40.0,Hourly,17.78,36982.4,17.78,4491.04,2980.76,370.16,3143.42,7713.54,55681.32,26.77,1.5056,hours_defaulted;pay_basis_imputed
PIN-10004,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2023-03-10,3.48,1.0,40.0,Hourly,18.7,38896.0,18.7,4723.42,3134.99,389.32,3306.07,7713.54,58163.34,27.96,1.4954,hours_defaulted;pay_basis_imputed
PIN-10005,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2023-08-10,3.06,1.0,40.0,Hourly,21.11,43908.8,21.11,5332.16,3539.02,439.49,3732.14,7713.54,64665.15,31.09,1.4727,hours_defaulted;pay_basis_imputed
PIN-10006,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2025-09-11,0.97,1.0,40.0,Hourly,18.93,39374.4,18.93,4781.52,3173.55,394.1,3346.73,7713.54,58783.84,28.26,1.4929,hours_defaulted;pay_basis_imputed
PIN-10007,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2021-08-14,5.05,1.0,40.0,Hourly,21.87,45489.6,21.87,5524.13,3666.44,455.31,3866.51,7713.54,66715.53,32.07,1.4666,hours_defaulted;pay_basis_imputed
PIN-10008,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2023-06-30,3.17,1.0,40.0,Hourly,20.8,43264.0,20.8,5253.86,3487.05,433.04,3677.34,7713.54,63828.83,30.69,1.4753,hours_defaulted;pay_basis_imputed
PIN-10009,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2025-05-23,1.27,1.0,40.0,Hourly,18.73,38958.4,18.73,4731.0,3140.02,389.94,3311.37,7713.54,58244.27,28.0,1.495,hours_defaulted;pay_basis_imputed
PIN-10010,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Seasonal,TX,2024-09-23,1.94,1.0,40.0,Hourly,21.98,45718.4,21.98,5551.92,3684.88,457.6,3885.95,7713.54,67012.29,32.22,1.4658,hours_defaulted;pay_basis_imputed
PIN-10011,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2025-04-23,1.36,1.0,40.0,Hourly,17.77,36961.6,17.77,4488.51,2979.08,369.95,3141.65,7713.54,55654.33,26.76,1.5057,hours_defaulted;pay_basis_imputed
PIN-10012,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2024-01-12,2.63,1.0,40.0,Hourly,20.21,42036.8,20.21,5104.83,3388.14,420.75,3573.03,7713.54,62237.09,29.92,1.4805,hours_defaulted;pay_basis_imputed
PIN-10013,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2025-04-22,1.36,1.0,40.0,Hourly,17.76,36940.8,17.76,4485.99,2977.41,369.75,3139.88,7713.54,55627.37,26.74,1.5059,hours_defaulted;pay_basis_imputed
PIN-10014,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Full-Time,TX,2020-08-11,6.05,1.0,40.0,Hourly,21.64,45011.2,21.64,5466.03,3627.88,450.52,3825.84,7713.54,66095.01,31.78,1.4684,hours_defaulted;pay_basis_imputed
PIN-10015,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2022-07-21,4.11,1.0,40.0,Hourly,19.32,40185.6,19.32,4880.03,3238.94,402.22,3415.68,7713.54,59836.01,28.77,1.489,hours_defaulted;pay_basis_imputed
PIN-10016,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,FT,TX,2024-07-16,2.12,1.0,40.0,Hourly,19.57,40705.6,19.57,4943.17,3280.85,407.43,3459.88,7713.54,60510.47,29.09,1.4865,hours_defaulted;pay_basis_imputed
PIN-10017,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2026-01-29,0.59,1.0,40.0,Hourly,19.66,40892.8,19.66,4965.91,3295.94,409.3,3475.79,7713.54,60753.28,29.21,1.4857,hours_defaulted;pay_basis_imputed
PIN-10018,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Seasonal,TX,2022-09-23,3.94,1.0,40.0,Hourly,20.24,42099.2,20.24,5112.41,3393.17,421.38,3578.33,7713.54,62318.03,29.96,1.4803,hours_defaulted;pay_basis_imputed
PIN-10019,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2025-09-04,0.99,1.0,40.0,Hourly,19.49,40539.2,19.49,4922.97,3267.44,405.76,3445.74,7713.54,60294.65,28.99,1.4873,hours_defaulted;pay_basis_imputed
PIN-10020,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Full-Time,TX,2024-06-23,2.19,1.0,40.0,Hourly,19.39,40331.2,19.39,4897.71,3250.67,403.68,3428.06,7713.54,60024.86,28.86,1.4883,hours_defaulted;pay_basis_imputed
PIN-10021,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2024-08-15,2.04,1.0,40.0,Hourly,20.18,41974.4,20.18,5097.25,3383.11,420.13,3567.72,7713.54,62156.15,29.88,1.4808,hours_defaulted;pay_basis_imputed
PIN-10022,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2019-11-28,6.76,1.0,40.0,Hourly,19.83,41246.4,19.83,5008.85,3324.44,412.84,3505.85,7713.54,61211.92,29.43,1.4841,hours_defaulted;pay_basis_imputed
PIN-10023,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2023-10-05,2.9,1.0,40.0,Hourly,20.61,42868.8,20.61,5205.87,3455.2,429.08,3643.75,7713.54,63316.24,30.44,1.477,hours_defaulted;pay_basis_imputed
PIN-10024,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Full-Time,TX,2023-09-23,2.94,1.0,40.0,Hourly,21.61,44948.8,21.61,5458.46,3622.85,449.9,3820.54,7713.54,66014.09,31.74,1.4687,hours_defaulted;pay_basis_imputed
PIN-10025,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,FT,TX,2025-06-12,1.22,1.0,40.0,Hourly,18.21,37876.8,18.21,4599.65,3052.85,379.11,3219.44,7713.54,56841.39,27.33,1.5007,hours_defaulted;pay_basis_imputed
PIN-10026,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2025-01-31,1.58,1.0,40.0,Hourly,20.38,42390.4,20.38,5147.77,3416.64,424.29,3603.08,7713.54,62695.72,30.14,1.479,hours_defaulted;pay_basis_imputed
PIN-10027,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,FT,TX,2024-06-23,2.19,1.0,40.0,Hourly,18.16,37772.8,18.16,4587.02,3044.47,378.07,3210.6,7713.54,56706.5,27.26,1.5013,hours_defaulted;pay_basis_imputed
PIN-10028,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Full-Time,TX,2025-02-20,1.52,1.0,40.0,Hourly,21.27,44241.6,21.27,5372.58,3565.85,442.82,3760.43,7713.54,65096.82,31.3,1.4714,hours_defaulted;pay_basis_imputed
PIN-10029,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Full-Time,TX,2018-02-07,8.56,1.0,40.0,Hourly,20.12,41849.6,20.12,5082.1,3373.05,418.88,3557.12,7713.54,61994.29,29.8,1.4814,hours_defaulted;pay_basis_imputed
PIN-10030,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Regular,TX,2022-05-28,4.26,1.0,40.0,Hourly,19.5,40560.0,19.5,4925.49,3269.11,405.97,3447.5,7713.54,60321.61,29.0,1.4872,hours_defaulted;pay_basis_imputed
PIN-10031,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2023-11-18,2.78,1.0,40.0,Hourly,21.96,45676.8,21.96,5546.86,3681.52,457.19,3882.42,7713.54,66958.33,32.19,1.4659,hours_defaulted;pay_basis_imputed
PIN-10032,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,,TX,2024-12-12,1.72,1.0,40.0,Hourly,18.46,38396.8,18.46,4662.8,3094.76,384.32,3263.64,7713.54,57515.86,27.65,1.4979,hours_defaulted;pay_basis_imputed
PIN-10033,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Apprentice,Plumbing Installer - Apprentice,Field - Install,Plumbing Installer - Apprentice,Employee,Full-Time,TX,2026-06-18,0.2,1.0,40.0,Hourly,19.45,40456.0,19.45,4912.86,3260.73,404.93,3438.66,7713.54,60186.72,28.94,1.4877,hours_defaulted;pay_basis_imputed
PIN-10034,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,,TX,2023-10-04,2.91,1.0,40.0,Hourly,22.61,47028.8,22.61,5711.05,3790.49,470.72,3997.34,7713.54,68711.94,33.03,1.4611,hours_defaulted;pay_basis_imputed
PIN-10035,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Full-Time,TX,2025-01-15,1.62,1.0,40.0,Hourly,24.94,51875.2,24.94,6299.58,4181.11,519.23,4409.27,7713.54,74997.93,36.06,1.4457,hours_defaulted;pay_basis_imputed
PIN-10036,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2024-11-11,1.8,1.0,40.0,Hourly,23.78,49462.4,23.78,6006.58,3986.64,495.08,4204.19,7713.54,71868.43,34.55,1.453,hours_defaulted;pay_basis_imputed
PIN-10037,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2026-06-15,0.21,1.0,40.0,Hourly,28.02,58281.6,28.02,7077.56,4697.46,583.35,4953.8,7713.54,83307.31,40.05,1.4294,hours_defaulted;pay_basis_imputed
PIN-10038,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Full-Time,TX,2023-11-17,2.79,1.0,40.0,Hourly,27.01,56180.8,27.01,6822.44,4528.14,562.32,4775.23,7713.54,80582.47,38.74,1.4343,hours_defaulted;pay_basis_imputed
PIN-10039,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2026-05-26,0.27,1.0,40.0,Hourly,24.69,51355.2,24.69,6236.43,4139.2,514.02,4365.07,7713.54,74323.46,35.73,1.4472,hours_defaulted;pay_basis_imputed
PIN-10040,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,FT,TX,2023-05-28,3.26,1.0,40.0,Hourly,28.94,60195.2,28.94,7309.94,4851.7,602.5,5116.45,7713.54,85789.33,41.24,1.4252,hours_defaulted;pay_basis_imputed
PIN-10041,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Full-Time,TX,2023-07-02,3.16,1.0,40.0,Hourly,27.96,58156.8,27.96,7062.4,4687.4,582.1,4943.19,7713.54,83145.43,39.97,1.4297,hours_defaulted;pay_basis_imputed
PIN-10042,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Full-Time,TX,2024-04-15,2.38,1.0,40.0,Hourly,22.54,46883.2,22.54,5693.37,3778.76,469.26,3984.96,7713.54,68523.09,32.94,1.4616,hours_defaulted;pay_basis_imputed
PIN-10043,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,,TX,2024-06-26,2.18,1.0,40.0,Hourly,29.13,60590.4,29.13,7357.93,4883.55,606.46,5150.04,7713.54,86301.92,41.49,1.4243,hours_defaulted;pay_basis_imputed
PIN-10044,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2025-03-08,1.48,1.0,40.0,Hourly,29.47,61297.6,29.47,7443.81,4940.55,613.54,5210.15,7713.54,87219.19,41.93,1.4229,hours_defaulted;pay_basis_imputed
PIN-10045,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2019-06-13,7.22,1.0,40.0,Hourly,26.42,54953.6,26.42,6673.41,4429.23,550.04,4670.92,7713.54,78990.74,37.98,1.4374,hours_defaulted;pay_basis_imputed
PIN-10046,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Full-Time,TX,2023-12-24,2.69,1.0,40.0,Hourly,25.36,52748.8,25.36,6405.67,4251.52,527.97,4483.52,7713.54,76131.02,36.6,1.4433,hours_defaulted;pay_basis_imputed
PIN-10047,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2024-01-19,2.61,1.0,40.0,Hourly,29.54,61443.2,29.54,7461.49,4952.29,614.99,5222.53,7713.54,87408.04,42.02,1.4226,hours_defaulted;pay_basis_imputed
PIN-10048,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,FT,TX,2025-08-26,1.01,1.0,40.0,Hourly,28.08,58406.4,28.08,7092.71,4707.52,584.6,4964.4,7713.54,83469.17,40.13,1.4291,hours_defaulted;pay_basis_imputed
PIN-10049,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2025-07-06,1.15,1.0,40.0,Hourly,25.19,52395.2,25.19,6362.73,4223.02,524.43,4453.47,7713.54,75672.39,36.38,1.4443,hours_defaulted;pay_basis_imputed
PIN-10050,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Full-Time,TX,2024-05-21,2.28,1.0,40.0,Hourly,26.25,54600.0,26.25,6630.47,4400.73,546.5,4640.87,7713.54,78532.11,37.76,1.4383,hours_defaulted;pay_basis_imputed
PIN-10051,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,FT,TX,2022-12-27,3.68,1.0,40.0,Hourly,24.39,50731.2,24.39,6160.66,4088.91,507.78,4312.03,7713.54,73514.12,35.34,1.4491,hours_defaulted;pay_basis_imputed
PIN-10052,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,,TX,2024-03-10,2.48,1.0,40.0,Hourly,22.81,47444.8,22.81,5761.56,3824.02,474.88,4032.69,7713.54,69251.49,33.29,1.4596,hours_defaulted;pay_basis_imputed
PIN-10053,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,FT,TX,2024-04-24,2.35,1.0,40.0,Hourly,26.7,55536.0,26.7,6744.14,4476.17,555.87,4720.43,7713.54,79746.15,38.34,1.4359,hours_defaulted;pay_basis_imputed
PIN-10054,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,FT,TX,2023-06-30,3.17,1.0,40.0,Hourly,25.56,53164.8,25.56,6456.19,4285.05,532.13,4518.88,7713.54,76670.59,36.86,1.4421,hours_defaulted;pay_basis_imputed
PIN-10055,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,FT,TX,2022-12-17,3.7,1.0,40.0,Hourly,26.11,54308.8,26.11,6595.11,4377.26,543.58,4616.12,7713.54,78154.41,37.57,1.4391,hours_defaulted;pay_basis_imputed
PIN-10056,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2024-03-10,2.48,1.0,40.0,Hourly,22.04,45843.2,22.04,5567.07,3694.94,458.85,3896.56,7713.54,67174.16,32.3,1.4653,hours_defaulted;pay_basis_imputed
PIN-10057,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,,TX,2025-06-22,1.19,1.0,40.0,Hourly,23.47,48817.6,23.47,5928.27,3934.67,488.62,4149.38,7713.54,71032.08,34.15,1.4551,hours_defaulted;pay_basis_imputed
PIN-10058,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2018-01-06,8.65,1.0,40.0,Hourly,26.32,54745.6,26.32,6648.15,4412.46,547.96,4653.25,7713.54,78720.96,37.85,1.4379,hours_defaulted;pay_basis_imputed
